text,label
You might -- except that gay men are MUCH more promiscuous than straight men -- which shows how damaged and screwed up gay men are.,talk.politics.misc
"SOmebody mentioned a re-boost of HST during this mission, meaning that Weight is a very tight margin on this mission. How will said re-boost be done? Grapple, HST, stow it in Cargo bay, do OMS burn to high altitude, unstow HST, repair gyros, costar install, fix solar arrays, then return to earth? My guess is why bother with usingthe shuttle to reboost? why not grapple, do all said fixes, bolt a small liquid fueled thruster module to HST, then let it make the re-boost. it has to be cheaper on mass then usingthe shuttle as a tug. that way, now that they are going to need at least 5 spacewalks, then they can carry an EDO pallet, and sit on station and even maybe do the solar array tilt motor fix.",sci.space
The Blackhawks shall triumph.,rec.sport.hockey
"This game would have been great as part of a double-header on ABC or ESPN; the league would have been able to push back-to-back wins by Le Magnifique and The Great One. Unfortunately, the only network that would have done that was SCA, seen in few areas and hard to justify as a pay channel. )-; gld",rec.sport.hockey
"Yeah, I'm also curious as to why you felt compelled to remind us of the guy's race. BTW, I don't mean to imply that you're clueless or anything, but the statement was *hardly* ""benign"". --",talk.politics.misc
"I was not discussing ""universal"" definitions in this post, Mark. Please refrain from dragging in irrelevancies. Do you agree with my statement above about physicians being unqualified if they can't determine viability? And that's good enough for the law, Mark. So why do you keep whining that viability ""isn't defined""? What purpose does your whining serve?",talk.politics.misc
Well now that the hawks have won the division the road is a little easier for the playoffs. Let toronto and detroit beat the hell out of each other while Chicago sweeps st.louis. That just makes it easier in the second round with all the rest they will get and tor/det getting none. For the conf. champ they will have a hard time versus the division but that div. will be pretty battered also so the advantage goes to the Hawks again. Then bring pitt. and sure the Hawks will probably lose but its better to get that far and lose than to not go.,rec.sport.hockey
# 179 Czech Republic # 180 Republic of Slovakia They were admitted early this year. Liechenstein was also recently admitted. Also San Marino. Both within the last 12 months. Incredible what passes for a nation-sta state nowadays.,talk.politics.misc
"From another space forum When workers at the Kennedy Space Center disassembled the STS-56 solid rocket boosters they were surprised to find a pair of pliers lodged into the outside base of the right hand SRB. The tool survived the trip from the launch pad up to approximately a 250,000 foot altitude, then down to splashdown and towing back to KSC. NASA spokesperson Lisa Malone told the media, ""It's been a long time since something like this happened. We've lost washers and bolts (before) but never a tool like this."" The initial investigation into the incident has shown that a Thiokol Corp. technician noticed and reported his pliers as missing on April 2nd. Unfortunately, the worker's supervisor did not act on the report and Discovery was launched with its ""extra payload"". NASA officials were never told of the missing tool before the April 8th launch date. The free-flying pliers were supposed to be tethered to the SRB technician. When the tool was found in an aft section of the booster, its 18-inch long rope was still attached. The pliers were found in a part of the booster which is not easily visible from the launch pad. A spokesperson for the Lockheed Space Operations Company said that the Shuttle processor will take ""appropriate action"". Thiokol is a subcontractor to LSOC for work to prepare Shuttle hardware for launch. _________________________________________________________ Karl Anderson DEV/2000: Configuration Management/Version Control Dept 53K/006-2 Rochester, Minnesota 55901 253-8044 Tie 8-453-8044 INTERNET: karl@vnet.ibm.com PRODIGY: CMMG96A",sci.space
"Playoff leaders as of April 19, 1993 Player Team GP G A Pts +/- PIM M.Lemieux PIT 1 2 2 4 0 0 Juneau BOS 1 1 3 4 0 0 Noonan CHI 1 3 0 3 0 0 Mogilny BUF 1 2 1 3 0 0 Neely BOS 1 2 1 3 0 0 Brown STL 1 1 2 3 0 0 Jagr PIT 1 1 2 3 0 0 Oates BOS 1 0 3 3 0 0 Carson LA 1 2 0 2 0 0 Hunter WAS 1 2 0 2 0 0 Stevens NJ 1 2 0 2 0 0 Cullen TOR 1 1 1 2 0 0 Hull STL 1 1 1 2 0 0 Khristich WAS 1 1 1 2 0 0 Linden VAN 1 1 1 2 0 0 Racine DET 1 1 1 2 0 0 Shanahan STL 1 1 1 2 0 0 Sydor LA 1 1 1 2 0 0 Yzerman DET 1 1 1 2 0 0 Bure VAN 1 0 2 2 0 0 Coffey DET 1 0 2 2 0 0 Drake DET 1 0 2 2 0 0 Emerson STL 1 0 2 2 0 0 G.Courtnall VAN 1 0 2 2 0 0 Johansson WAS 1 0 2 2 0 0 Lapointe QUE 1 0 2 2 0 0 Niedermayer NJ 1 0 2 2 0 0 Ramsey PIT 1 0 2 2 0 0 Sandstrom LA 1 0 2 2 0 0 Smehlik BUF 1 0 2 2 0 0 Stevens PIT 1 0 2 2 0 0 Adams VAN 1 1 0 1 0 0 Barr NJ 1 1 0 1 0 0 Bellows MON 1 1 0 1 0 0 Burr DET 1 1 0 1 0 0 Chiasson DET 1 1 0 1 0 0 Craven VAN 1 1 0 1 0 0 Dahlquist CAL 1 1 0 1 0 0 Dionne MON 1 1 0 1 0 0 Felsner STL 1 1 0 1 0 0 Ferraro NYI 1 1 0 1 0 0 Francis PIT 1 1 0 1 0 0 Gilmour TOR 1 1 0 1 0 0 Hannan BUF 1 1 0 1 0 0 Heinze BOS 1 1 0 1 0 0 Howe DET 1 1 0 1 0 0 Huddy LA 1 1 0 1 0 0 King WIN 1 1 0 1 0 0 LaFontaine BUF 1 1 0 1 0 0 Lefebvre TOR 1 1 0 1 0 0 McSorley LA 1 1 0 1 0 0 Millen LA 1 1 0 1 0 0 Ronning VAN 1 1 0 1 0 0 Rucinsky QUE 1 1 0 1 0 0 Sakic QUE 1 1 0 1 0 0 Sheppard DET 1 1 0 1 0 0 Steen WIN 1 1 0 1 0 0 Suter CAL 1 1 0 1 0 0 Sweeney BUF 1 1 0 1 0 0 Tipett PIT 1 1 0 1 0 0 Yawney CAL 1 1 0 1 0 0 Young QUE 1 1 0 1 0 0 Barnes WIN 1 0 1 1 0 0 Borschevsky TOR 1 0 1 1 0 0 Brunet MON 1 0 1 1 0 0 Chelios CHI 1 0 1 1 0 0 Ciccarelli DET 1 0 1 1 0 0 Clark TOR 1 0 1 1 0 0 Desjardins MON 1 0 1 1 0 0 Dipietro MON 1 0 1 1 0 0 Donnelly LA 1 0 1 1 0 0 Driver NJ 1 0 1 1 0 0 Duchesne QUE 1 0 1 1 0 0 Ellett TOR 1 0 1 1 0 0 Elynuik WAS 1 0 1 1 0 0 Flatley NYI 1 0 1 1 0 0 Fleury CAL 1 0 1 1 0 0 Gallant DET 1 0 1 1 0 0 Gill TOR 1 0 1 1 0 0 Granato LA 1 0 1 1 0 0 Gretzky LA 1 0 1 1 0 0 Guerin NJ 1 0 1 1 0 0 Hawerch",rec.sport.hockey
"Well, the message was interesting (and long), but TWICE? Oh Well. Personally, I loathe libertarianism, but my disagreement is philisophical, not tactical. Election law reform is a good idea. You would not believe what kind of stunts the creatures of the 2 party system are capable of pulling. ============================================================================ David Matthew Deane (deane@binah.cc.brandeis.edu)",talk.politics.misc
"I don't think so at first, but solid state offered better reliabity, id bet, and any lower costs would be only after the processes really scaled up.",sci.space
"Some survey conducted by the U.S. government and some group (I don't know which) did what they were calling on all the news shows this morning, ""The most comprehensive survey of sexuality in the past 50 years"". Not an exact quote, but you get the idea. This low percentage is merely one more in a ton of evidence disproving the 10% theory.",talk.politics.misc
"Was the ABC coverage of the Kings/Flames game supposed to be the way it was shown in BC with CBC overriding the ABC coverage? When I flipped to ABC, it was the same commentators, same commercials even. My question is: Was this the real ABC coverage or did CBC just ""black out"" the ABC coverage for its own? comment: CBC had a great chance for some double headers: Toronto/Detroit and Vancouver/Winnipeg, but today they said that the East gets the Leafs and the West get the Vancouver game. I thought that they would show them both.",rec.sport.hockey
"WHile we are on the subject of the shuttle software. what ever happened to the hypothesis that the shuttle flight software was a major factor in the loss of 51-L. to wit, that during the wind shear event, the Flight control software indicated a series of very violent engine movements that shocked and set upa harmonic resonance leading to an overstress of the struts.",sci.space
"If you want to have some fun. Plug the basic formulas into Lotus. Use the spreadsheet auto re-calc, and graphing functions to produce bar graphs based on latitude, tilt and hours of day light avg.",sci.space
"THE WHITE HOUSE Office of the Press Secretary ____________________________________________________________________ For Immediate Release April 5, 1993 REMARKS BY THE PRESIDENT EN ROUTE TO CAMDEN YARDS FOR ORIOLES OPENING DAY GAME MARC Train En Route to Camden Yards 11:45 A.M. EDT Q Mr. President, what do you think of Jesse Jackson's protest today? THE PRESIDENT: I think it's an informational protest. I think it's fine. The owners put out a statement few days ago, which they say was the first step in, you know, efforts to increase minority ownership and minority increases in management. I think we should. I'm encouraged by Don Baylor's appointment out in Colorado. And I think it's time to make a move on that front. So, I think it's a legitimate issue, and I think it's -- like I said, it's an informational picket and not an attempt to get people not to go to the game. So, I think it's good. Q Do you think they're moving fast enough? THE PRESIDENT: Well, I think that it was a good first step. And I think you'll see some movement now. And I think it's an issue that deserves some attention, and they're obviously going to give it some. And I think that Reverend Jackson being out there will highlight the issue. So I think it's fine. Q Mr. President, how about the logjam in the Senate on the economic stimulus plan? Do you think they'll be able to break that and get cloture? THE PRESIDENT: I don't know, we're working at it. I mean, it's a classic -- there was an article in the paper today, one of the papers I saw, which pretty well summed it up. They said, you know, this is a -- it's just a political power play. In the Senate the majority does not rule. It's not like the country. It's not like the -- it's not like the House. If the minority chooses, they can stop majority rule. And that's what they're doing. There are a lot of Republican senators who have told people that they might vote for the stimulus program but there's enormous partisan political pressure not to do it. ",talk.politics.misc
The only reason ESPN showed that hockey came was because there was no other baseball game scheduled for the evening. Randy r_turgeo@oz.plymouth.edu,rec.sport.hockey
") ) )>The official and legal term for rape is ""the crime of forcing a FEMALE )>to submit to sexual intercourse."" ) )Please, supply me with some references. I was not aware that all states )had the word ""FEMALE"" in the rape statutes. I am sure others are surprised )as well. I know thats how it works in practice (nice-n-fair, NOT!!), but )was unaware that it was in the statutes as applying to FEMALES only, )uniformly throughout the U.S. I agree mostly with Chris. It is (unfortunately, IMO) true that the *FBI* figures for rape based on the 'uniform crime report' report only female rapes. However, some states (such as Illinois) are not tabluated because they refuse to comply with this sexist definition!",talk.politics.misc
"... Please. Have a care with Phil. We liked him a lot in Pittsburgh. He didn't score a lot if you look at his stats last year but he worked his butt off. It was his speed that created opportunities in the offensive zone that allowed the Pens to utilize his potential. I haven't been paying attention to him this year so I can't say I know what you're objecting to. He has been out with injuries though, hasn't he? And if the offense isn't there, there's not much his speed will do for you. Like I said, he created opportunities but he didn't score much. I thought the money offered from the Rangers was a little high, and so did the Pens, I guess. Joseph Stiehm ... Please. Have a care with Phil. We liked him a lot in Pittsburgh. He didn't score a lot if you look at his stats last year but he worked his butt off. It was his speed that created opportunities in the offensive zone that allowed the Pens to utilize his potential. I haven't been paying attention to him this year so I can't say I know what you're objecting to. He has been out with injuries though, hasn't he? And if the offense isn't there, there's not much his speed will do for you. Like I said, he created opportunities but he didn't score much. I thought the money offered from the Rangers was a little high, and so did the Pens, I guess.",rec.sport.hockey
"Ed: Before you ridicule the intelligence of other people, LEARN TO SPELL. Your typographical errors are, indeed, ""embarassing"" to those of us who read alt.politics.libertarian for its allegedly superior ideas and writing.",talk.politics.misc
Let us hope that the performance of the spacecraft follows the sentiments of the first verse (miner) rather than the second (lost and gone forever).,sci.space
"{Description of ""External Tank"" option for SSF redesign deleted} Yo Ken, let's keep on-top of things! Both the ""External Tank"" and ""Wingless Orbiter"" options have been deleted from the SSF redesign options list. Today's (4/23) edition of the New York Times reports that O'Connor told the panel that some redesign proposals have been dropped, such as using the ""giant external fuel tanks used in launching space shuttles,"" and building a ""station around an existing space shuttle with its wings and tail removed."" Currently, there are three options being considered, as presented to the advisory panel meeting yesterday (and as reported in today's Times). Option ""A"" - Low Cost Modular Approach This option is being studied by a team from MSFC. {As an aside, there are SSF redesign teams at MSFC, JSC, and LaRC supporting the SRT (Station Redesign Team) in Crystal City. Both LeRC and Reston folks are also on-site at these locations, helping the respective teams with their redesign activities.} Key features of this option are: - Uses ""Bus-1"", a modular bus developed by Lockheed that's qualified for STS and ELV's. The bus provides propulsion, GN&C Communications, & Data Management. Lockheed developed this for the Air Force. - A ""Power Station Capability"" is obtained in 3 Shuttle Flights. SSF Solar arrays are used to provide 20 kW of power. The vehicle flies in an ""arrow mode"" to optimize the microgravity environment. Shuttle/Spacelab missions would utilize the vehilce as a power source for 30 day missions. - Human tended capability (as opposed to the old SSF sexist term of man-tended capability) is achieved by the addition of the US Common module. This is a modified version of the existing SSF Lab module (docking ports are added for the International Partners' labs, taking the place of the nodes on SSF). The Shuttle can be docked to the station for 60 day missions. The Orbiter would provide crew habitability & EVA capability. - International Human Tended. Add the NASDA & ESA modul",sci.space
"Some time ago I sent the following message: Every once in a while I design an orbital space colony. I'm gearing up to do another one. I'd some info from you. If you were to move onto a space colony to live permanently, how big would the colony have to be for you to view a permanent move as desirable? Specifically, How many people do you want to share the colony with? What physical dimensions does the living are need to have? Assume 1g living (the colony will rotate). Assume that you can leave from time to time for vacations and business trips. If you're young enough, assume that you'll raise your children there. I didn't get a lot of responses, and they were all over the block. Thanx muchly to all those who responded, it is good food for thought. Here's the (edited) responses I got: How many people do you want to share the colony with? 100 What physical dimensions does the living are need to have? Cylinder 200m diameter x 1 km long Rui Sousa ruca@saber-si.pt ============================================================================= 100,000 - 250,000 100 square kms surface, divided into city, towns, villages and countryside. Must have lakes, rivers amd mountains. ============================================================================= 1000. 1000 people really isn't that large a number; everyone will know everyone else within the space of a year, and will probably be sick of everyone else within another year. Hm. I am not all that great at figuring it out. But I would maximize the percentage of colony-space that is accessible to humans. Esecially if there were to be children, since they will figure out how to go everywhere anyways. And everyone, especially me, likes to ""go exploring""...I would want to be able to go for a walk and see something different each time... ============================================================================= For population, I think I would want a substantial town -- big enough to have strangers in it. This helps get away from",sci.space
"In the case of victimless crimes yes, I think so. Think about it. If I rob or beat up or rape or kill someone, it's very clear to anyone not a sociopath that I've done something immoral. On the other hand, if I smoke grass or have sex with a consenting adult in a manner illegal in that state, the morality or immorality of that act is merely a lifestyle choice; it doesn;t clearly hurt anyone else. IMO, if such an act doesn;t hurt another person it should not be interfered with. I think so. And I don't use drugs, outside of the legal ones (alcohol and coffee).",talk.politics.misc
": : No. I make a distinction between working for yourself to survive and : paying dues to Mother Nature in the form of labour and working for : Joe propertyowner because you do not have the option of working for : yourself. Joe propertyowner stands between you and the earth you : work and expects you to pay him *and* mother nature for the right : to survive. The property laws create a layer of parasites that get : fat on the fact that people have *no option* except to work in : factories. : I want people to be able to get the things they need in life. Property ownership may not be ideal, but it is far better at letting people get what they need to live a productive, fulfulling life. The first experiment in America, where property ownership was denied, caused, starvation, hunger, and death. Few people know that the Pilgrims originally tried to have common property to grow food and a common food store. Many people know the hardships they suffered the first few winters because of it. After arriving, the Pilgrims made all property common. They all shared in the work and the resulting crops went into a common store. After much debate the new Governor Bradford privitized the land; assigning plots to each family. According to Perry D. Westbrook: ""The change was immediately justified by the increased industry of the inhabitants and by the larger acreage planted."" experience that was had in this common course and condition, tried sundry years and that amongst godly and sober men, may well evince the vanity of that conceit of Plato's and other ancients applauded by some of later times; that the taking away of property and bringing in community into a commonwealth would make them happy and flourishing; as if they were wiser than God. For this community (so far as it was) was found to breed much confusion and discontent and retard much employment that would have been to their benefit and comfort."" Bradford did not blame this failure on the ""strangers"", but on the basic selfishn",talk.politics.misc
"-> >Now let me get this straight. After a nice, long rant about -> >how people need to take personal responsibility for their -> >economic and social lives, all of a sudden 1960's radicals -> >(such as me, I guess) are responsible for poor people's -> >lifestyles? Tell me how that works--or do you think that poor -> >people are just too dumb to think for themselves? -> > -> >There are many reasons for the disintegration of the family -> >and support systems in general among this nation's poor. -> >Somehow I don't think Murphy Brown--or Janis Joplin--is at -> >the top of any sane person's list. -> > -> >You want to go after my generation's vaunted cultural -> >revolution for a lasting change for the worse, try so-called -> >""relevant"" or ""values"" education. Hey, it seemed like a good -> >idea at the time. How were we to know you needed a real -> >education first--I mean, we took that for granted. -> -> The 1960's generation were the most spoiled and irresponsible. -> -> The Depression had create mothers and fathers that were determined that their -> kids would not want for anything -- going overboard and creating a nation of -> brats. -> -> Consider the contrast between two famous events in July of 1969. -> -> Apollo 11 and Woodstock. -> -> Which group had large numbers of people that could not feed themselves and -> reverted to the cultural level of primitives (defecation in public etc.). -> -> And which group assembled, took care of itself, and dispersed with no damage, -> no deaths, no large numbers of drug problems .... -> Wasn't Woodstock also called the biggest parking lot in history? They rejected society and went back to nature in their parent's cars.",talk.politics.misc
"It is obvious that Mr. Cramer has the 'ability' to take the 'leap of faith'. I have listened to several of the men involved in this study, and even they claim that the men involved will not 'tell the whole truth'. I put little value in extrapolating from these types of 'studies' or 'surveys', they have limited subsets of individuals, and there is alot of skewing due to improper selection methods, and the bias of the people involved in the studies on both sides- subject and researcher. Would you admit to be part of a group that was not very well liked? Would you admit to having had sex with other people at some considered abnormal rate (this applies to heterosexual men). In fact, as one gay man and one straight man put it, ""men lie about the number of partners, because that's the thing to do""- our culture for the male almost requires this type of response. It may seem harmless and silly, but carries a large emotional and mental price tag.",talk.politics.misc
": First off they could recognise Iraqu's responsibility in initiating the : Iran/Iraq war. Providing technical assistance to Iran to get it's oil : production back up to capacity would also be a smart move, at the moment : Iran is above it's OPEC ceiling. If they had extra capacity they would : use it and bring down the oild price further which is in our interests. I agree with most of what Phill says, except the point about it being in our interests to bring down the oil price. Consider that both the U.S. and Great Britain have domestic sources to partly satisfy their energy needs. Pricy OPEC oil impacts both Germany, Japan and many other ""industrial rivals"" more than these two. In addition, the proceeds from the sale (especially by Saudi Arabia, Kuwait U.A.E. etc) are disproportionately reinvested in the U.S. and G.B., propping up these economies and further providing an incentive to keep prices from falling too low.",talk.politics.misc
There was a Science fiction movie sometime ago (I do not remember its name) about a planet in the same orbit of Earth but hidden behind the Sun so it could never be visible from Earth. Turns out that that planet was the exact mirror image of Earth and all its inhabitants looked like the Earthings with the difference that their organs was in the opposite side like the heart was in the right side instead in the left and they would shake hands with the left hand and so on... C.O.EGALON@LARC.NASA.GOV C.O.Egalon@larc.nasa.gov,sci.space
"Ten years ago, the number of Europeans in the NHL was roughly a quarter of what it is now. Going into the 1992/93 season, the numbers of Euros on NHL teams have escalated to the following stats: Canadians: 400 Americans: 100 Europeans: 100 Please note that these numbers are rounded off, and taken from the top 25 players on each of the 24 teams. My source is the Vancouver Sun. Here's the point: there are far too many Europeans in the NHL. I am sick of watching a game between an American and a Canadian team (let's say, the Red Wings and the Canucks) and seeing names like ""Bure"" ""Konstantinov"" and ""Borshevshky"". Is this North America or isn't it? Toronto, Detriot, Quebec, and Edmonton are particularly annoying, but the numbers of Euros on other teams is getting worse as well. I live in Vancouver and if I hear one more word about ""Pavel Bure, the Russian Rocket"" I will completely throw up. As it is now, every time I see the Canucks play I keep hoping someone will cross-check Bure into the plexiglassso hard they have to carry him out on a stretcher. (By the way, I'm not a Canucks fan to begin with ;-). Okay, the stretcher remark was a little carried away. But the point is that I resent NHL owners drafting all these Europeans INSTEAD of Canadians (and some Americans). It denies young Canadians the opportunity to play in THEIR NORTH AMERICAN LEAGUE and instead gives it to Europeans, who aren't even better hockey players. It's all hype. This ""European mystique"" is sickening, but until NHL owners get over it, Canadian and American players will continue to have to fight harder to get drafted into their own league. With the numbers of Euros in the NHL escalating, the problem is clearly only getting worse. I'm all for the creation of a European Hockey League, and let the Bures and Selannes of the world play on their own continent. I just don't want them on mine. -- Richard J. Rauser ""You have no idea what you're doing."" rauser@sfu.ca ""Oh, don't worry about that. We're professio",rec.sport.hockey
"If not for the lack of extraneously capitalized words, I'd swear that McElwaine had changed his name and moved to Cal Poly. I also find the choice of newsgroups 'interesting'. Perhaps someone should tell this guy that 'sci.astro' doesn't stand for 'astrology'? It's truly frightening that posts like this are originating at what are ostensibly centers of higher learning in this country. Small wonder that the rest of the world thinks we're all nuts and that we have the problems that we do. [In case you haven't gotten it yet, David, I don't think this was quite appropriate for a posting to 'sci' groups.] -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden",sci.space
"I was a graduate student in the early 1980s, and we had a conference on Reaganomics where Jerry Jordan, then a member of the Council of Economic Advisors, was a speaker. I had the pleasure of driving him back to the airport afterwards, and since taxes were the main topic of discussion I thought I would ask him about the VAT. I have favored it for these reasons you mention, that the income base is too hazy to define, that it taxes savings and investment, that it is likely to be more visible. He agreed, and reported that the CEA at that time was in favor of VAT. So why not propose it? I asked. He replied that the Reagan White House feared that the Democrats would introduce VAT *in addition to* the income tax, rather than in lieu. Better not to give them any ideas, he said. Pretty prescient. Yes, any Canadian readers, please tell us if the tax is displayed on price stickers (I'm relatively certain it is not in Europe).",talk.politics.misc
"I like option C of the new space station design.. It needs some work, but it is simple and elegant.. Its about time someone got into simple construction versus overly complex... Basically just strap some rockets and a nose cone on the habitat and go for it.. Might be an idea for a Moon/Mars base to..",sci.space
"Forwarded from: PUBLIC INFORMATION OFFICE JET PROPULSION LABORATORY CALIFORNIA INSTITUTE OF TECHNOLOGY NATIONAL AERONAUTICS AND SPACE ADMINISTRATION PASADENA, CALIF. 91109. (818) 354-5011 Contact: Mary A. Hardin FOR IMMEDIATE RELEASE April 15, 1993 #1506 Scientists at NASA's Jet Propulsion Laboratory report the successful flight of a balloon carrying instruments designed to measure and study chemicals in the Earth's ozone layer. The April 3 flight from California's Barstow/Daggett Airport reached an altitude of 37 kilometers (121,000 feet) and took measurements as part of a program established to correlate data with the Upper Atmosphere Research Satellite (UARS). The data from the balloon flight will also be compared to readings from the Atmospheric Trace Molecular Spectroscopy (ATMOS) experiment which is currently flying onboard the shuttle Discovery. ""We launch these balloons several times a year as part of an ongoing ozone research program. In fact, JPL is actively involved in the study of ozone and the atmosphere in three important ways,"" said Dr. Jim Margitan, principal investigator on the balloon research campaign. ""There are two JPL instruments on the UARS satellite,"" he continued. ""The ATMOS experiment is conducted by JPL scientists, and the JPL balloon research provides collaborative ground truth for those activities, as well as data that is useful in its own right."" The measurements taken by the balloon payload will add more pieces to the complex puzzle of the atmosphere, specifically the mid-latitude stratosphere during winter and spring. Understanding the chemistry occurring in this region helps scientists construct more accurate computer models which are instrumental in predicting future ozone conditions. The scientific balloon payload consisted of three JPL instruments: an ultraviolet ozone photometer which measures ozone as the balloon ascends and descends through the atmosphere; a submillimeterwave limb sounder which looks at microwave radiation emit",sci.space
"Well Bruins fans it's playoff time again. It looks like the B's have peaked at the right time. Getting out of the Adams is going to be a cat fight to the end. After what they did to Montreal and Quebec, these teams will be out for revenge. If Neely can stay healthy, and both Bourque and Moog stay sharp, we should get to see Neely finally take out two years of frustration on Ulf (I don't fight) Samuelson. I don't agree with fighting in the NHL, but if there is one guy who deserves to be taken out good, it's him. This is going to be a good series, Go Bruins!!!!",rec.sport.hockey
"Ed Campion Headquarters, Washington, D.C. April 23, 1993 (Phone: 202/358-1780) Kyle Herring Johnson Space Center, Houston (Phone: 713/483-5111) RELEASE: 93-76 HUBBLE TELESCOPE SERVICING MISSION SCHEDULED FOR ELEVEN DAYS The December flight of Endeavour on Space Shuttle mission STS-61 to service the Hubble Space Telescope (HST) has been scheduled as an 11 day mission designed to accommodate a record five spacewalks with the capability for an additional two, if needed. The decision to schedule five extravehicular activities, or EVAs, was reached following extensive evaluations of underwater training, maneuver times required using the Shuttle's robot arm based on software simulations and actual EVA tasks on previous missions. ""Basically what we've done by going to five EVAs rather than three is to repackage our margin so that we have the capability to respond to the dynamics, or unknowns, of spacewalks,"" Mission Director Randy Brinkley said. ""It improves the probabilities for mission success while providing added flexibility and adaptability for reacting to real-time situations."" In laying out the specific tasks to be completed on each of the spacewalks, officials have determined that changing out the gyros, solar arrays and the Wide Field/Planetary Camera (WF/PC) and installing the Corrective Optics Space Telescope Axial Replacement (COSTAR) are priority objectives during the mission. ""When we looked at accomplishing all of the tasks, highest through lowest priority, and recognizing that the major tasks -- gyros, solar arrays, WF/PC and COSTAR -- would consume most of the time set aside for each spacewalk, five EVAs were deemed appropriate,"" said Milt Heflin, Lead Flight Director for the mission. While the five spacewalks will be unprecedented, the use of two alternating spacewalk teams will alleviate placing more stress on the crew than previous missions requiring two, three or four EVAs. ""We have paid close attention to lessons learned during previous spacewalks and",sci.space
"The problem is, you can't raise adequate amounts of money that way. The Viking Fund tried. They did succeed, in a way, but only because of the political impact of their fundraising. The actual amount of money they raised was fairly inconsequential; it would not have kept the Viking lander going by itself.",sci.space
"Picture if you will, the Habs going into the last couple minutes of the game, leading 2-0. The Nords get a power play, pull Hextall, and get a goal. Bout a minute later, they get another one. Then they win in overtime...... A bad dream?....... How's that Red Hot Chili Peppers song go... ""Give it away,give it away, give it away now...."" Oh well. Suppose I can always watch the Leafs win tomorrow night.... (smilies.....) Am I the only female hockey fan in the world?",rec.sport.hockey
"Ah, there's the rub. And a catch-22 to boot. For the purposes of a contest, you'll probably not compete if'n you can't afford the ride to get there. And although lower priced delivery systems might be doable, without demand its doubtful that anyone will develop a new system. Course, if a low priced system existed, there might be demand... I wonder if there might be some way of structuring a contest to encourage low cost payload delivery systems. The accounting methods would probably be the hardest to work out. For example, would you allow Rockwell to 'loan' you the engines? And so forth... This depends on the how soon the new launch system comes on line. In other words, perhaps a great deal of worthwhile technology (life support, navigation, etc.) could be developed prior to a low cost launch system. You wouldn't want to use the expensive stuff forever, but I'd hate to see folks waiting to do anything until a low cost Mac, oops, I mean launch system comes on line. I guess I'd simplify this to say that 'waste' is a slippery concept. If your goal is manned lunar exploration in the next 5 years, then perhaps its not 'wasted' money. If your goal is to explore the moon for under $500 million, then you should put of this exploration for a decade or so. Craig",sci.space
"+ +I love the idea of an inflatable 1-mile long sign.... It will be a +really neat thing to see it explode when a bolt (or even better, a +Westford Needle!) comes crashing into it at 10 clicks a sec. + Pageos and two Echo balloons were inflated with a substance which expanded in vacuum. Once inflated the substance was no longer needed since there is nothing to cause the balloon to collapse. This inflatable structure could suffer multiple holes with no disastrous deflation.",sci.space
"# Actually, I was rather surprised to see an article on this subject # (i.e. the ""new, inproved"" survey saying that roughly 1% of men are gay) # on the front page of The New York _Times_ recently (I think it was # on Thurs, 15 April). The headline was something to the effect of # ""New Survey Finds 1% of Men Are Gay"" # # I was shocked, not because the New York _Times_ was running a story # on a sex survey (although that was part of it), but because they thought # that this news was actually important enough to warrant front page space. # I mean, how many people actually CARE how many people are gay (as long as # you know how to find/avoid them if you want to)? I don't. If you don't care, why was so much effort put into promoting the 10% lie? Because it was important to scare politicians into obedience. # -Matt",talk.politics.misc
*Paranoia part deleted.*,talk.politics.misc
"Mark Prado Old pioneer song from the 1850's or so goes as follows: ""In a cavern, in a canyon, Excavating for a mine, Dwelt a miner, forty-niner, And his daughter, CLEMENTINE"" Chorus: ""Oh my darling, Oh my darling, Oh my darling Clementine. You are lost and gone forever, Oh my darling Clementine."" I've also had it explained (but not confirmed from a reliable data source) that CLEMENTINE is an acronym. Something like Combined Lunar Elemental Mapper Experiment on Extended Non Terrestrial Intercept Near Earth. Personally, I think that acronym was made up to fit the name (if it really is an acronym). ------------------------------------------------------------------ Wales Larrison Space Technology Investor",sci.space
